     93016	    1272	   -1000
     93016	    1272	   -2100
     93016	    1272	   -1600
     93017	    1272	     100
     93017	    1272	     100
     93018	    1272	     200
     93029	    1271	    -300
     93029	    1271	   -2000
     93029	    1271	  -12500
     93031	    1271	    -300
     93032	    1271	  -22100
     93035	    1271	    -100
     93036	    1273	    3797
     93036	    1273	     200
     93036	    1273	    2000
     93036	    1273	     100
     93036	    1273	    1000
     93036	    1273	     100
     93036	    1274	    1303
     93039	    1271	    -600
     93043	    1271	    -900
     93045	    1272	     500
     93045	    1271	    -600
     93046	    1273	    5000
     93048	    1271	   -2100
     93050	    1272	    1300
     93050	    1272	     200
     93051	    1272	    1000
     93055	    1271	   -2000
     93055	    1272	    2500
     93058	    1271	    -600
     93100	    1271	    -100
     93101	    1271	    -100
     93104	    1273	    1000
     93104	    1273	   20000
     93104	    1273	     300
     93106	    1271	   -4300
     93107	    1273	     300
     93107	    1273	    -100
     93107	    1273	    -600
     93107	    1273	     300
     93110	    1273	    1500
     93115	    1272	     200
     93116	    1272	     200
     93117	    1272	     300
     93125	    1271	    -100
     93125	    1271	    -400
     93127	    1271	  -10000
     93127	    1272	    7700
     93128	    1272	    1500
     93129	    1272	    1200
     93135	    1271	   -1500
     93135	    1271	   -3000
     93136	    1272	   40042
     93136	    1272	    8358
     93138	    1271	    -400
     93144	    1271	   -7500
     93145	    1272	   18442
     93145	    1272	    1558
     93147	    1272	    3442
     93147	    1272	    1958
     93147	    1272	      42
     93149	    1272	   -1900
     93152	    1273	    4500
     93152	    1272	     -58
     93152	    1272	    -500
     93152	    1271	     -42
     93152	    1273	    2800
     93156	    1272	    -800
     93157	    1273	     700
     93159	    1272	    -300
     93159	    1272	    -100
     93159	    1272	    -100
     93200	    1273	     100
     93201	    1272	    -400
     93202	    1271	    -800
     93202	    1272	     100
     93202	    1272	    -300
     93205	    1272	    -600
     93205	    1272	    -200
     93205	    1271	   -3600
     93209	    1273	     500
     93212	    1272	     100
     93213	    1272	    1100
     93215	    1272	     200
     93216	    1272	   -1800
     93216	    1273	     100
     93217	    1273	    3800
     93218	    1272	    -100
     93218	    1272	    -400
     93218	    1272	   -1000
     93219	    1271	   -2500
     93219	    1272	     500
     93219	    1271	    -500
     93221	    1272	    1200
     93221	    1271	   -1000
     93226	    1272	     400
     93230	    1272	     300
     93231	    1271	  -24100
     93232	    1272	    1000
     93233	    1272	     200
     93234	    1271	    -100
     93241	    1272	    2000
     93242	    1272	    2000
     93242	    1272	     800
     93243	    1271	    -200
     93244	    1272	     100
     93244	    1272	    2000
     93244	    1272	    2000
     93244	    1272	    -700
     93246	    1272	   -2000
     93246	    1272	    -700
     93252	    1272	   -1000
     93252	    1272	    -400
     93252	    1272	   -1200
     93252	    1272	   -1400
     93254	    1272	   -2000
     93255	    1273	    1200
     93255	    1272	    -400
     93255	    1272	    -200
     93255	    1272	   -1000
     93255	    1272	    -600
     93255	    1271	   -7529
     93256	    1271	   -5700
     93259	    1272	     100
     93300	    1273	     100
     93301	    1272	     100
     93301	    1272	     300
     93301	    1272	     100
     93301	    1272	    -100
     93303	    1273	     800
     93304	    1273	     300
     93305	    1272	    -100
     93305	    1272	   -4300
     93309	    1273	     900
     93311	    1273	     300
     93312	    1272	    -100
     93312	    1272	    -500
     93313	    1273	    7800
     93314	    1273	    4200
     93316	    1272	   -5000
     93316	    1273	     100
     93317	    1273	     300
     93321	    1273	     800
     93327	    1272	   -1400
     93327	    1273	     500
     93331	    1272	    -600
     93332	    1273	    1000
     93335	    1272	   -3800
     93340	    1272	    -500
     93340	    1273	    1200
     93343	    1272	   -3200
     93343	    1272	    -100
     93343	    1272	   -1700
     93355	    1273	    1000
     93358	    1272	   -1300
     93358	    1272	   -4300
     93400	    1273	     100
     93400	    1273	    1200
     93404	    1273	   10000
     93405	    1272	   -4400
     93407	    1272	    -300
     93414	    1273	    1000
     93415	    1272	   -6000
     93420	    1272	   -5000
     93420	    1272	    -200
     93420	    1272	    -800
     93421	    1273	     200
     93422	    1272	    -100
     93422	    1272	   -3300
     93423	    1272	   -1500
     93426	    1273	     300
     93427	    1272	   -1500
     93427	    1272	   -1000
     93427	    1273	     400
     93429	    1273	     500
     93430	    1273	    1300
     93431	    1272	    -500
     93432	    1272	   -6000
     93434	    1272	    -500
     93437	    1273	     800
     93437	    1273	     800
     93439	    1272	  -21100
     93439	    1272	    -600
     93439	    1272	   -3100
     93439	    1272	   -9600
     93439	    1272	   -1500
     93439	    1272	    -300
     93439	    1272	    -800
     93439	    1272	   -2500
     93439	    1272	    -600
     93439	    1272	    -200
     93439	    1272	   -8872
     93442	    1273	     900
     93443	    1272	   -1128
     93443	    1272	    -172
     93446	    1272	  -10000
     93447	    1273	     400
     93448	    1273	    1000
     93449	    1273	     400
     93449	    1272	   -5900
     93450	    1273	    7700
     93452	    1272	   -5000
     93453	    1272	  -10000
     93454	    1272	    -800
     93454	    1272	   -2000
     93456	    1272	   -1600
     93459	    1273	    2000
     93500	    1273	     100
     93500	    1272	    -400
     93503	    1273	    5400
     93503	    1272	   -5400
     93504	    1273	     300
     93505	    1273	     800
     93505	    1272	   -4300
     93509	    1272	   -2000
     93514	    1273	     100
     93514	    1272	   -1300
     93516	    1272	   -1000
     93516	    1273	     600
     93519	    1272	   -2600
     93522	    1273	    1500
     93529	    1272	    -400
     93531	    1272	   -1100
     93535	    1273	    2000
     93535	    1273	    2000
     93535	    1273	    1000
     93535	    1272	  -11000
     93536	    1273	     600
     93539	    1273	    3200
     93539	    1273	     300
     93541	    1273	     300
     93541	    1273	     300
     93541	    1273	     400
     93541	    1273	     900
     93543	    1273	     700
     93543	    1273	    1000
     93543	    1273	    1200
     93543	    1273	     700
     93543	    1273	     200
     93547	    1273	     100
     93547	    1273	     900
     93549	    1273	    3000
     93549	    1273	     200
     93549	    1273	     100
     93549	    1273	     100
     93550	    1272	    -200
     93551	    1272	  -13528
     93551	    1272	   -2100
     93551	    1272	    -200
     93551	    1272	  -31200
     93551	    1272	    -600
     93551	    1272	    -200
     93551	    1272	    -100
     93551	    1272	    -600
     93551	    1272	   -1472
     93554	    1273	    6300
     93554	    1272	   -1028
     93554	    1272	   -7800
     93554	    1272	    -500
     93554	    1272	    -400
     93554	    1272	  -20000
     93554	    1272	   -2100
     93554	    1272	   -1000
     93554	    1272	    -200
     93554	    1272	    -600
     93554	    1272	    -300
     93554	    1272	    -500
     93554	    1272	   -1800
     93554	    1272	    -600
     93554	    1272	    -100
     93554	    1272	   -1000
     93554	    1272	    -200
     93554	    1272	   -1000
     93554	    1272	   -4000
     93555	    1272	    2000
     93555	    1271	   -3829
     93555	    1271	   -2171
     93600	    1272	     100
     93602	    1272	     100
     93605	    1271	    -329
     93605	    1271	    -400
     93605	    1271	   -3671
     93611	    1272	    4500
     93613	    1272	    7500
     93617	    1272	     100
     93618	    1271	  -20000
     93619	    1272	   20000
     93619	    1272	     500
     93620	    1272	     900
     93622	    1271	    -700
     93623	    1272	     100
     93623	    1272	   15400
     93625	    1271	  -10000
     93627	    1271	   -1000
     93628	    1272	    5672
     93628	    1272	    8728
     93630	    1272	     200
     93632	    1272	    3600
     93633	    1272	    4500
     93639	    1272	    2100
     93640	    1271	   -1000
     93645	    1271	   -5000
     93647	    1272	     100
     93648	    1271	   -3600
     93648	    1272	     200
     93649	    1272	    2100
     93650	    1271	    -500
     93655	    1272	     400
     93659	    1272	    2400
     93700	    1271	    -800
     93700	    1271	    -400
     93700	    1272	     100
     93702	    1272	   10299
     93702	    1272	     500
     93702	    1272	     300
     93702	    1272	     300
     93702	    1272	     300
     93702	    1272	    8900
     93702	    1272	     100
     93702	    1272	    4900
     93702	    1272	    1301
     93702	    1271	   -3329
     93702	    1271	    -100
     93702	    1271	   -1000
     93702	    1271	   -3500
     93702	    1271	   -1071
     93703	    1271	   -2829
     93703	    1271	    -100
     93703	    1271	    -600
     93703	    1271	    -200
     93703	    1271	   -1500
     93703	    1271	    -200
     93703	    1271	    -371
     93705	    1271	   -4300
     93706	    1272	     599
     93706	    1272	     101
     93706	    1272	      99
     93706	    1272	     601
     93706	    1272	     700
     93709	    1272	     199
     93709	    1272	    1000
     93709	    1272	       1
     93709	    1272	      99
     93709	    1272	     100
     93709	    1272	     400
     93714	    1272	    -601
     93714	    1272	    -200
     93714	    1272	    -799
     93714	    1272	      -1
     93714	    1272	   -3200
     93716	    1271	    -400
     93716	    1272	     200
     93717	    1272	     400
     93717	    1272	     500
     93718	    1272	     699
     93718	    1272	     200
     93720	    1272	   -1600
     93723	    1272	    -400
     93723	    1272	   -2101
     93723	    1272	    -100
     93724	    1272	    1000
     93730	    1272	     800
     93732	    1272	    3600
     93734	    1272	     100
     93734	    1272	   25000
     93741	    1272	    2900
     93744	    1271	    -300
     93747	    1272	     100
     93747	    1272	     100
     93749	    1272	     400
     93749	    1272	     300
     93753	    1271	    -600
     93756	    1271	   -3000
     93800	    1272	     100
     93802	    1272	    1600
     93803	    1271	   -2900
     93804	    1271	   -4200
     93805	    1271	   -4400
     93806	    1271	   -5829
     93806	    1271	    -200
     93806	    1271	   -3000
     93806	    1271	    -500
     93806	    1271	    -800
     93806	    1271	    -500
     93806	    1271	    -200
     93806	    1271	    -900
     93806	    1271	    -100
     93806	    1271	   -1571
     93809	    1272	    2866
     93809	    1272	     100
     93809	    1272	     334
     93810	    1271	    -400
     93812	    1271	    -629
     93812	    1271	    -300
     93812	    1271	   -3471
     93813	    1272	     666
     93813	    1272	     334
     93813	    1271	   -4329
     93813	    1271	   -1371
     93815	    1271	    -100
     93817	    1272	     266
     93817	    1272	     634
     93817	    1271	   -4400
     93818	    1272	    2000
     93819	    1271	   -1929
     93819	    1271	   -2071
     93819	    1271	   -4000
     93820	    1271	   -1729
     93820	    1271	   -2571
     93821	    1271	     -29
     93821	    1271	    -771
     93821	    1271	   -1829
     93821	    1271	    -300
     93821	    1271	   -2600
     93821	    1271	    -200
     93821	    1271	    -600
     93821	    1271	   -1500
     93821	    1271	   -2400
     93821	    1271	   -2600
     93821	    1271	   -3000
     93821	    1271	    -300
     93821	    1271	  -31200
     93821	    1271	    -700
     93821	    1271	    -800
     93821	    1271	    -200
     93821	    1271	    -100
     93821	    1271	   -1100
     93821	    1271	   -3700
     93821	    1271	   -1700
     93821	    1271	    -500
     93821	    1271	    -500
     93821	    1271	    -300
     93821	    1271	    -600
     93821	    1271	    -200
     93821	    1271	   -2000
     93821	    1271	    -100
     93821	    1271	    -200
     93822	    1271	   24571
     93822	    1272	    3866
     93822	    1272	   10000
     93822	    1272	     100
     93822	    1272	    1300
     93822	    1272	     600
     93822	    1272	    4000
     93822	    1272	     100
     93822	    1272	     390
     93822	    1272	    6000
     93823	    1272	  -49073
     93825	    1270	    -600
     93825	    1270	   -3400
     93825	    1270	   -4000
     93825	    1271	     300
     93828	    1270	   -4000
     93828	    1270	   -4000
     93829	    1270	   -3000
     93830	    1270	   -1600
     93830	    1270	   -1500
     93830	    1270	    -300
     93830	    1270	    -600
     93830	    1270	   -1400
     93830	    1270	    -800
     93830	    1270	   -1600
     93830	    1270	    -200
     93832	    1271	    3600
     93834	    1270	    -300
     93834	    1270	   -1000
     93834	    1270	   -4700
     93835	    1271	    6827
     93835	    1271	    2000
     93835	    1271	     200
     93835	    1272	    5900
     93835	    1272	   -4600
     93837	    1272	    -700
     93838	    1272	   -6000
     93840	    1272	   -4500
     93841	    1272	  -20200
     93841	    1272	   -3673
     93841	    1270	    -300
     93841	    1270	   -1600
     93841	    1270	    -127
     93843	    1270	     -73
     93843	    1270	   -3927
     93843	    1271	    3700
     93844	    1271	   -4000
     93845	    1271	   -3900
     93845	    1271	    -400
     93847	    1271	   -4100
     93847	    1271	    -500
     93847	    1271	   -4000
     93847	    1271	   -4000
     93847	    1272	     100
     93849	    1272	     200
     93850	    1271	   -6000
     93853	    1271	   -4000
     93853	    1271	   -4000
     93853	    1272	    3565
     93853	    1272	    1800
     93853	    1272	   11600
     93853	    1272	     700
     93853	    1272	    6000
     93853	    1272	    6000
     93853	    1272	   -3900
     93855	    1272	   -3700
     93855	    1272	   -6000
     93857	    1273	     400
     93857	    1273	    5500
     93900	    1273	     100
     93900	    1272	   -6000
     93900	    1272	  -13000
     93902	    1272	   -1700
     93904	    1272	    -400
     93905	    1273	     300
     93905	    1272	   -4400
     93907	    1272	   -9235
     93907	    1271	   -1865
     93912	    1271	   -6000
     93914	    1272	    2600
     93914	    1272	    6300
     93917	    1272	    2100
     93919	    1272	    3100
     93919	    1272	     100
     93919	    1272	    3600
     93919	    1272	     200
     93919	    1272	    1600
     93920	    1272	     200
     93924	    1272	     100
     93930	    1271	   -4600
     93931	    1271	    -600
     93932	    1271	   -3700
     93932	    1271	   -3700
     93932	    1272	    3600
     93933	    1272	     100
     93934	    1271	    -800
     93935	    1271	   -5000
     93938	    1271	   -2000
     93938	    1271	   -2000
     93939	    1272	    1700
     93939	    1272	     300
     93939	    1272	     600
     93939	    1272	     400
     93943	    1272	    1000
     93943	    1272	    6000
     93943	    1272	    1700
     93946	    1271	   -1000
     93947	    1272	     500
     93948	    1272	    2100
     93948	    1272	     400
     93949	    1272	     300
     93952	    1271	    -500
     93957	    1272	    2000
     93958	    1271	    -700
     94000	    1272	     100
     94005	    1271	   -1000
     94005	    1271	   -4300
     94012	    1271	   -1209
     94013	    1272	    3100
     94013	    1272	    6000
     94013	    1272	     900
     94017	    1272	     200
     94019	    1271	   -3000
     94026	    1271	    -700
     94026	    1271	    -100
     94028	    1271	    -800
     94030	    1271	  -17826
     94030	    1271	    -500
     94030	    1271	   -1774
     94032	    1272	    3600
     94034	    1272	     300
     94034	    1272	     700
     94034	    1271	    -226
     94034	    1271	   -1500
     94034	    1271	    -500
     94034	    1271	    -600
     94034	    1271	    -100
     94034	    1271	   -1900
     94034	    1271	  -13000
     94034	    1271	    -300
     94034	    1271	    -500
     94034	    1271	    -300
     94034	    1271	    -100
     94034	    1271	   -2200
     94034	    1271	   -3000
     94034	    1271	    -200
     94034	    1271	   -1174
     94037	    1271	   -3800
     94038	    1272	     300
     94038	    1272	    9000
     94038	    1272	     300
     94038	    1272	     300
     94038	    1272	     300
     94038	    1272	    1000
     94038	    1272	    2500
     94043	    1272	     800
     94044	    1272	    2100
     94046	    1272	   14200
     94047	    1272	     200
     94049	    1272	     200
     94052	    1271	     -26
     94052	    1271	    -574
     94056	    1272	    5300
     94100	    1272	     100
     94104	    1271	     -26
     94104	    1271	    -974
     94105	    1271	   -1326
     94105	    1271	   -1000
     94105	    1271	   -2074
     94106	    1271	    -926
     94106	    1271	    -200
     94106	    1271	    -200
     94106	    1271	   -3674
     94106	    1272	    5200
     94110	    1271	   -2400
     94112	    1271	   -1000
     94112	    1272	     800
     94112	    1272	   12000
     94115	    1271	   -1000
     94116	    1272	    5100
     94117	    1272	    1688
     94117	    1272	     100
     94117	    1272	      12
     94117	    1272	     100
     94117	    1272	     100
     94119	    1271	    -500
     94119	    1271	    -600
     94124	    1272	     100
     94125	    1272	     688
     94125	    1272	    1800
     94125	    1272	    1000
     94125	    1272	    1000
     94125	    1272	     112
     94133	    1272	    3600
     94133	    1272	     200
     94133	    1272	    1688
     94133	    1272	    2812
     94135	    1272	    7188
     94135	    1272	     800
     94135	    1272	     600
     94135	    1272	     100
     94135	    1272	     100
     94135	    1272	    3000
     94135	    1272	    6800
     94135	    1272	     912
     94136	    1272	      88
     94139	    1272	   -4312
     94139	    1272	    -400
     94139	    1271	   -4700
     94141	    1272	   20800
     94142	    1271	    -800
     94142	    1272	      88
     94143	    1272	  -10000
     94146	    1272	    -912
     94146	    1272	    -100
     94146	    1272	   -4400
     94146	    1272	    -100
     94146	    1272	    4488
     94146	    1273	     412
     94147	    1272	     100
     94147	    1272	     200
     94149	    1272	     300
     94151	    1272	    1200
     94153	    1271	    -926
     94153	    1271	    -274
     94200	    1272	     100
     94203	    1271	     -26
     94203	    1271	   -9874
     94203	    1271	    -100
     94203	    1272	    2100
     94203	    1272	    1000
     94203	    1272	     200
     94203	    1273	     200
     94205	    1272	    -400
     94205	    1272	    -300
     94205	    1271	   -3600
     94207	    1273	     400
     94209	    1271	   -1000
     94209	    1271	   -3426
     94209	    1271	    -200
     94209	    1271	    -600
     94209	    1271	  -19600
     94209	    1271	   -1000
     94209	    1271	   -2400
     94209	    1271	    -100
     94209	    1271	    -500
     94209	    1271	   -2000
     94209	    1271	  -30174
     94217	    1272	     100
     94222	    1271	    -100
     94224	    1272	     600
     94224	    1272	    1000
     94224	    1272	     700
     94231	    1271	   -5226
     94231	    1271	    -200
     94231	    1271	    -400
     94231	    1271	    -200
     94231	    1271	   -5000
     94231	    1271	   -5000
     94231	    1271	    -200
     94231	    1271	    -200
     94231	    1271	    -874
     94233	    1272	    3600
     94233	    1271	   -2000
     94239	    1272	     100
     94241	    1271	    -500
     94246	    1271	   -1626
     94246	    1271	    -100
     94246	    1271	    -274
     94247	    1272	     200
     94249	    1272	     200
     94250	    1271	   -1026
     94250	    1271	    -500
     94250	    1271	    -474
     94250	    1271	   -2100
     94251	    1271	  -13026
     94251	    1271	    -600
     94251	    1271	   -6374
     94257	    1271	   -3626
     94257	    1271	   -1500
     94257	    1271	    -100
     94257	    1271	    -100
     94257	    1271	    -100
     94257	    1270	   -1073
     94257	    1270	   -4900
     94257	    1270	   -1500
     94257	    1270	   -1000
     94257	    1270	   -1000
     94257	    1270	   -1901
     94300	    1272	     100
     94300	    1270	   -3099
     94300	    1270	   -1000
     94300	    1270	   -4501
     94305	    1270	   -3199
     94305	    1270	    -200
     94305	    1270	    -400
     94305	    1270	    -200
     94305	    1270	    -401
     94306	    1272	    1100
     94306	    1272	     900
     94308	    1271	    -600
     94315	    1271	    -200
     94315	    1271	    -100
     94315	    1270	     -99
     94315	    1270	   -1000
     94315	    1270	    -601
     94319	    1271	    -100
     94319	    1271	    -100
     94319	    1270	   -1800
     94320	    1271	    -100
     94320	    1271	    -500
     94327	    1271	    -500
     94327	    1270	    -599
     94327	    1270	    -300
     94327	    1270	    -900
     94327	    1270	    -200
     94327	    1270	    -100
     94327	    1270	    -200
     94327	    1270	   -2000
     94327	    1270	    -500
     94327	    1270	    -201
     94328	    1270	    -499
     94328	    1270	    -200
     94328	    1270	    -100
     94328	    1270	   -1201
     94329	    1270	    -299
     94329	    1270	    -500
     94329	    1270	   -1201
     94331	    1270	   -2000
     94333	    1271	     800
     94333	    1271	    2800
     94334	    1270	    -799
     94334	    1270	    -500
     94334	    1270	    -200
     94334	    1270	    -501
     94339	    1270	   -1499
     94339	    1270	   -2000
     94339	    1270	    -300
     94339	    1270	    -500
     94339	    1270	    -200
     94339	    1270	   -1500
     94339	    1270	    -400
     94339	    1270	   -2300
     94339	    1270	   -3400
     94339	    1270	    -600
     94339	    1270	    -200
     94339	    1270	   -1000
     94339	    1270	   -1500
     94339	    1270	  -50000
     94339	    1270	   -2000
     94339	    1270	    -200
     94339	    1270	   -2000
     94339	    1270	   -1100
     94339	    1270	   -1000
     94339	    1270	   -2000
     94339	    1270	    -300
     94339	    1270	   -6001
     94350	    1271	     200
     94350	    1271	     100
     94351	    1270	    -100
     94356	    1270	   -1800
     94357	    1270	    -100
     94400	    1271	     100
     94400	    1271	     700
     94400	    1271	    1300
     94401	    1271	    1200
     94402	    1270	    -300
     94405	    1270	   -1899
     94405	    1270	   -1000
     94405	    1270	    -100
     94405	    1270	   -1301
     94412	    1270	    -699
     94412	    1270	    -301
     94415	    1271	    2000
     94415	    1270	   -1500
     94423	    1270	    -599
     94423	    1270	   -1500
     94423	    1270	      -1
     94423	    1270	    -199
     94423	    1270	   -1000
     94423	    1270	    -500
     94423	    1270	    -100
     94423	    1270	    -200
     94423	    1270	   -1000
     94423	    1270	    -100
     94423	    1270	   -1000
     94423	    1270	    -100
     94423	    1270	    -100
     94423	    1270	    -500
     94424	    1270	    1000
     94424	    1270	     100
     94426	    1270	    2801
     94428	    1270	    -400
     94429	    1270	   -1799
     94429	    1270	    -201
     94433	    1271	    2900
     94433	    1271	     700
     94436	    1271	    1100
     94436	    1271	     900
     94437	    1271	     200
     94438	    1271	    1400
     94438	    1271	    2000
     94438	    1271	     100
     94438	    1271	     200
     94438	    1271	     100
     94438	    1271	    1200
     94439	    1270	    -800
     94448	    1271	     100
     94448	    1271	    1000
     94448	    1271	     400
     94448	    1271	     900
     94448	    1271	     500
     94450	    1271	     200
     94455	    1270	    -600
     94456	    1271	     700
     94456	    1271	     700
     94501	    1271	     200
     94501	    1271	     200
     94501	    1272	     800
     94506	    1270	    -399
     94506	    1270	   -4001
     94508	    1271	    7000
     94509	    1271	    -300
     94509	    1272	    2000
     94509	    1271	    -100
     94511	    1271	   -1300
     94511	    1271	    -400
     94511	    1270	    -200
     94513	    1272	    1000
     94517	    1272	     200
     94519	    1272	    2300
     94522	    1271	    -200
     94522	    1271	    -100
     94522	    1271	  -10000
     94522	    1270	    -500
     94525	    1271	    1000
     94533	    1271	     300
     94533	    1271	     500
     94533	    1272	    2800
     94534	    1270	   -5000
     94537	    1271	    -900
     94537	    1270	   -1100
     94547	    1271	    -100
     94547	    1270	   -4799
     94547	    1270	    -200
     94547	    1270	   -1001
     94548	    1270	   -1499
     94548	    1270	    -300
     94548	    1270	    -201
     94549	    1272	     300
     94550	    1271	    -600
     94556	    1271	    -100
     94557	    1271	    -429
     94600	    1272	    1200
     94604	    1271	   -3671
     94604	    1271	   -1329
     94605	    1271	   -2671
     94605	    1271	    -400
     94605	    1271	   -4929
     94605	    1271	   -4300
     94617	    1271	    -600
     94617	    1271	    -171
     94617	    1271	    -129
     94617	    1272	     300
     94621	    1271	    -371
     94621	    1271	   -1329
     94624	    1272	     400
     94625	    1271	   -1371
     94625	    1271	    -100
     94625	    1271	    -129
     94626	    1272	    1000
     94630	    1272	    1300
     94633	    1272	    3600
     94635	    1271	    -571
     94638	    1271	    2200
     94638	    1271	    1000
     94641	    1271	    3000
     94645	    1270	    -400
     94650	    1271	     200
     94651	    1270	    -899
     94651	    1270	   -3000
     94651	    1270	  -10000
     94651	    1270	    -500
     94651	    1270	   -2100
     94651	    1270	    -100
     94651	    1270	    -200
     94651	    1270	   -9201
     94654	    1270	    -500
     94654	    1271	     500
     94654	    1271	    4900
     94655	    1270	   -8000
     94656	    1270	    -600
     94659	    1270	    -100
     94659	    1270	    -300
     94701	    1271	    1200
     94701	    1270	    -800
     94705	    1270	    -499
     94705	    1270	   -3300
     94705	    1270	    -601
     94710	    1270	    -300
     94711	    1270	     -99
     94711	    1270	    -401
     94712	    1271	     500
     94714	    1270	    -300
     94716	    1271	     200
     94721	    1271	     300
     94723	    1270	     -99
     94723	    1270	    -500
     94723	    1270	    -101
     94724	    1270	    -300
     94726	    1271	     300
     94733	    1271	    3600
     94734	    1270	    -600
     94737	    1271	    1000
     94737	    1271	    1600
     94738	    1270	    -600
     94740	    1271	    1300
     94744	    1270	    -300
     94744	    1271	    1829
     94744	    1271	    1500
     94744	    1271	    1671
     94749	    1271	    1329
     94749	    1271	     200
     94749	    1271	     100
     94749	    1271	     100
     94749	    1271	     571
     94749	    1271	     829
     94749	    1271	     171
     94751	    1271	     300
     94752	    1270	     -99
     94752	    1270	    -101
     94752	    1270	    -299
     94752	    1270	   -1500
     94752	    1270	    -301
     94752	    1270	    -199
     94752	    1270	   -1000
     94752	    1270	  -18801
     94753	    1271	     100
     94754	    1270	   -1800
     94755	    1270	  -54699
     94755	    1270	    -300
     94755	    1270	  -10000
     94755	    1270	   -8500
     94755	    1270	    -500
     94755	    1270	  -10000
     94755	    1270	    -200
     94755	    1270	   -1000
     94755	    1270	   -4300
     94755	    1270	    -500
     94755	    1270	   -2000
     94755	    1270	    -100
     94755	    1270	   -1500
     94755	    1270	    -300
     94755	    1270	    -500
     94755	    1270	   -3000
     94755	    1270	   -1500
     94755	    1270	    -500
     94755	    1270	  -10000
     94755	    1270	  -11800
     94755	    1270	  -10000
     94755	    1270	   -1000
     94755	    1270	  -15600
     94755	    1270	   -5000
     94755	    1270	   -1000
     94755	    1270	    -500
     94755	    1270	   -1500
     94755	    1270	    -100
     94755	    1270	   -1700
     94755	    1270	   -2800
     94755	    1270	   -2500
     94755	    1270	    -500
     94755	    1270	    -100
     94755	    1270	   -1500
     94755	    1270	  -34100
     94755	    1269	    -901
     94800	    1271	    1200
     94803	    1271	    2000
     94805	    1270	    -400
     94805	    1270	   -1600
     94805	    1269	   -1099
     94805	    1269	   -1300
     94805	    1269	      -1
     94811	    1270	     400
     94811	    1270	     100
     94811	    1270	     400
     94811	    1271	     500
     94815	    1270	    -100
     94817	    1270	     100
     94817	    1271	     100
     94819	    1270	     900
     94819	    1271	    1100
     94820	    1270	    -400
     94820	    1269	    -100
     94823	    1270	   -1500
     94825	    1270	    -400
     94825	    1269	   -1600
     94829	    1269	   -3299
     94829	    1269	    -500
     94829	    1269	   -5701
     94830	    1269	  -10000
     94831	    1270	    -500
     94831	    1270	    -700
     94832	    1270	    -300
     94833	    1271	     529
     94833	    1271	    2000
     94833	    1271	    1071
     94836	    1270	    -500
     94836	    1270	    -300
     94836	    1270	    -600
     94836	    1270	    -100
     94838	    1270	    -200
     94842	    1270	    -400
     94844	    1270	    -100
     94844	    1270	    -700
     94844	    1271	     300
     94848	    1271	    3829
     94848	    1271	    2371
     94850	    1271	     200
     94853	    1270	    -100
     94856	    1270	    -500
     94856	    1270	    -100
     94856	    1270	    -500
     94856	    1270	   -2700
     94859	    1270	    -500
     94859	    1270	    -300
     94901	    1271	    1200
     94902	    1270	    -400
     94905	    1270	   -4300
     94909	    1271	     300
     94913	    1271	     100
     94914	    1270	   -1000
     94914	    1271	    1829
     94914	    1271	     100
     94914	    1271	    1000
     94914	    1271	    5300
     94914	    1271	     100
     94914	    1271	     100
     94914	    1271	    3000
     94914	    1271	    4000
